ac,lomo
100.062,100.032351458
100.058,100.055465113
99.946,99.9212319626
100.099,100.094457982
100.101,100.114574926
99.883,99.8883483297
100.091,100.051040443
100.046,100.0904327
100.252,100.24527147
100.195,100.17557336
99.988,100.001253026
100.146,100.124940853
100.236,100.135269335
99.874,99.890206302
99.835,99.8953222442
100.071,100.093692295
100.16,100.107758778
99.792,99.8536556937
99.952,99.9669976434
99.916,99.9209879638
99.956,99.9533223936
100.096,100.111285779
99.941,99.9253604331
100.033,99.9893985533
100.216,100.170736124
100.018,100.026169048
99.973,99.962422051
100.043,100.060004335
99.979,99.9765297897
99.945,99.9888049941
100.144,100.122685583
100.149,100.122596194
99.966,100.003244723
100.044,100.051929728
100.013,99.9543112941
100.096,100.148432585
99.901,99.8986334635
99.771,99.8182055453
100.084,100.075756819
100.091,100.051255279
99.957,99.9815341127
100.017,100.023469203
99.954,99.9824043279
100.003,99.9851720483
99.96,100.005305223
99.944,99.943607881
99.885,99.9214252912
100.021,100.001147647
100.116,100.116308595
100.047,100.02692457
99.957,99.9332030575
99.913,99.9110167983
99.984,99.9848876109
99.908,99.9432014121
99.99,99.9530324805
100.155,100.101673413
99.791,99.8260788455
100.108,100.110795602
100.085,100.080656429
99.941,99.9518445373
100.075,100.064713726
100.186,100.136320647
99.951,99.9681315989
99.925,99.9359681477
100.077,100.056182525
99.979,99.9454783558
99.856,99.9023443973
100.042,100.033659837
99.762,99.7715784156
99.951,99.9766905412
99.897,99.9396907083
100.04,100.042650488
99.954,99.9592929046
99.985,99.994273369
100.004,99.9876769594
99.94,99.9617454002
99.76,99.85398691
100.075,100.026864407
100.117,100.089511317
100.032,100.017287201
100.045,100.029217157
99.906,99.9484144006
99.834,99.8927174595
100.046,100.020236804
100.01,100.067264255
99.969,99.920275973
99.97,99.9417110869
100.089,100.04933684
99.964,99.99487241
99.895,99.9596164796
99.778,99.828570525
100.095,100.100561415
99.911,99.9364712818
99.978,99.9718834368
99.929,99.9305025459
100.089,100.095485869
100.145,100.135851881
99.929,99.9214287162
99.777,99.7433034584
100.029,100.038682695
99.826,99.8420919287
100.08,100.053583953
99.967,99.9920866996
99.925,99.9742075256
100.101,100.06714522
99.952,99.9917080559
99.952,99.9577310628
100.058,100.071230755
99.962,99.9551518155
100.05,100.083073387
99.991,100.040094146
99.988,99.9982579147
100.106,100.107827495
100.042,99.990765736
99.99,99.9881210381
99.871,99.8828667118
100.05,99.9995657257
100.018,100.06720736
99.956,99.9365215218
100.055,100.016359582
99.878,99.9070708069
99.966,100.005110399
100.03,99.9650925578
99.935,99.9626217656
100.05,100.046575552
99.924,99.9421589072
100.004,100.028675954
99.969,99.9766974846
100.134,100.155456569
100.044,100.06449279
100.011,100.023898465
100.02,99.9889119707
100.066,100.064908629
100.046,100.039154383
100.024,100.03722221
100.009,100.029144125
99.947,99.903719784
100.011,99.9639689509
99.942,99.9520973899
99.954,99.959674041
99.936,99.9600358516
99.836,99.8455533709
100.033,100.048019997
99.978,99.969751723
100.175,100.198145651
99.935,99.9644609933
100.052,100.009283838
100.038,100.042177907
99.983,99.965210335
100.232,100.215167369
99.968,99.964799044
100.047,100.022279103
99.893,99.8929706166
100.051,100.074041536
100.069,100.08433393
100.046,100.038039075
100.061,100.031554458
100.177,100.174082093
99.951,99.9671957833
99.9,99.9079005162
99.846,99.8660897543
100.217,100.203483713
100.007,100.032930603
99.92,99.9711014241
100.008,100.01171869
99.894,99.920384375
99.914,99.9211621507
100.023,100.027259026
100.065,100.099384166
100.098,100.091340415
100.067,100.047283447
100.083,100.113121883
100.076,100.021166533
100.082,100.081047085
99.982,99.9850533776
100.099,100.125055817
99.926,99.917
99.848,99.8391615802
100.063,100.065611346
99.956,99.9505128662
100.029,100.070648991
99.945,99.9113012507
99.97,100.01320737
100.099,100.128729272
100.116,100.096360932
100.006,100.026851355
99.891,99.9354372514
99.714,99.7713770811
99.95,99.951242264
99.854,99.8575663393
99.935,99.9560633393
100.159,100.173318797
99.94,99.9323760066
99.915,99.947726086
100.117,100.073097898
99.967,99.9466288922
100.076,100.041172707
100.015,100.077098284
99.854,99.885637443
100.008,99.9763227721
100.102,100.141351665
100.053,100.033375641
100.135,100.106293472
100.027,100.044981548
99.984,99.9795639794
99.917,99.8827240763
100.11,100.078512511
99.945,99.9570412808
100.042,100.047933332
99.875,99.8233180509
99.971,99.9425741734
100.029,99.9900009228
100.036,100.076245162
100.005,99.9886284743
99.915,99.9661952697
100.036,100.078777648
100.155,100.121741984
99.983,99.9834805527
99.865,99.9023833691
100.022,100.0463777
99.922,99.9535392763
99.84,99.864042304
100.181,100.122801416
99.948,100.013476511
100.006,100.025098271
99.99,100.002941898
99.973,99.9963425891
99.919,99.944418298
99.921,99.9258034702
99.92,99.9407920554
100.113,100.123143114
100.046,99.981340186
99.95,99.925
99.942,99.9372404133
100.097,100.059190426
99.935,99.9642603433
100.141,100.165457221
100.019,100.019666842
99.961,99.9809846969
100.036,100.033882515
100.216,100.164698737
100.082,100.091957875
100.093,100.105236702
100.128,100.117192354
100.01,100.01814706
100.093,100.099708852
100.043,100.073051146
100.039,99.9993809291
100.119,100.109945708
99.931,99.9583615694
99.977,99.9615971509
100.084,100.063451078
99.957,99.98630457
100.091,100.007044249
100.218,100.194317615
99.997,100.036486927
100.072,100.058337565
100.185,100.173770331
99.925,99.9643225142
100.084,100.065373388
100.155,100.168248967
100.127,100.144314658
99.963,99.9234105166
100.067,100.049257181
99.833,99.8552707629
100.086,100.082050286
100.172,100.156292171
99.983,99.9864272442
100.189,100.179434075
100.028,100.034621384
99.996,99.9578864621
100.146,100.14341439
99.991,99.9890398879
99.807,99.7967671629
99.935,99.9046907619
99.817,99.7932091045
100.151,100.142021085
100.135,100.142940007
99.981,99.9816832729
100.07,100.054239244
99.909,99.9043592167
99.931,99.9578102618
99.958,99.9441143173
100.364,100.290865868
100.11,100.133401084
100.171,100.132215213
100.051,100.062131129
99.932,99.955418751
99.925,99.939970743
100.054,100.085800366
100.203,100.155230489
100.128,100.116284271
99.935,99.9364908592
99.994,99.9928546975
99.996,100.001163109
100.035,100.018947545
100.032,100.024757688
100.012,100.016860564
99.823,99.852093007
100.129,100.09149212
99.954,99.9777667979
99.933,99.9417999918
99.994,99.9545559432
100.049,100.057269865
99.7,99.6881624262
100.06,100.038595808
100.08,100.0844635
99.977,99.9852988301
100.151,100.127639442
100.047,100.008799522
100.203,100.208513106
100.072,100.090250391
100.264,100.218653449
100.028,99.9633368327
100.029,100.043
99.966,99.9758034836
99.949,99.9683643457
99.996,99.9874408828
100.027,100.036
99.958,100.006203058
100.055,100.070915711
100.072,100.066753519
100.0,100.048225537
99.862,99.8944697151
100.015,100.067603646
99.812,99.8584028245
99.946,99.9895397891
100.006,100.027627696
100.152,100.184526505
100.086,100.070429171
100.061,100.053865696
99.846,99.8852835735
99.937,99.9338647792
99.855,99.9001301053
100.103,100.101213347
100.017,100.019102156
100.16,100.155316516
99.986,99.9154422397
99.996,99.9629130495
99.915,99.9257734155
100.062,100.032536251
100.075,100.101364405
99.907,99.9483478523
100.063,100.09374412
99.993,100.005886982
99.868,99.8947514178
100.076,100.076557295
100.002,99.9553104463
100.038,100.078376099
100.04,100.055152296
100.016,99.9940324075
99.96,99.9943846152
100.161,100.102186427
100.013,100.073301366
100.014,100.043217079
99.966,99.9594349861
100.016,99.9756238134
100.037,100.041864562
100.256,100.304
99.961,99.9650743062
100.124,100.093053362
100.095,100.061978175
99.993,100.015706381
100.11,100.116141882
99.827,99.8238893303
99.811,99.8679178706
99.807,99.8633456082
100.147,100.124777337
99.984,100.011364807
99.812,99.8447438041
99.97,99.9174720869
100.115,100.034592685
99.954,99.9385501775
100.134,100.139021919
99.926,99.9590130747
99.933,99.9651898488
99.947,99.9749714702
99.922,99.9564458955
100.021,100.01856776
100.174,100.162977572
99.921,99.9613354988
99.939,99.9408765737
100.157,100.171193166
100.012,100.030043349
99.97,99.9905336759
99.936,99.9492428182
100.008,100.029808034
99.948,99.9520442743
100.053,100.046061969
99.912,99.97111115
100.043,100.062737622
99.953,99.942851536
100.054,100.068597575
99.93,99.8911535347
99.888,99.9312411827
100.199,100.200227562
100.042,100.049552444
99.856,99.8616223341
99.953,99.9332640774
99.985,99.9836858631
99.915,99.9158707774
99.979,100.013312683
99.974,99.971784012
100.051,100.035954374
100.021,100.031480798
99.873,99.9068698118
99.915,99.9033828492
99.941,99.953336702
99.989,99.9524611114
99.945,99.9525811716
100.102,100.081592388
100.061,100.076524272
99.999,99.9932843286
99.946,99.9491731772
99.961,100.017564771
99.964,99.9645043987
99.76,99.831535931
99.971,99.9624334463
100.063,100.088244776
99.896,99.9051118426
100.184,100.139724707
100.085,100.100621185
100.022,100.029498479
99.977,99.9944910606
100.19,100.169013964
100.044,100.043581616
99.951,99.9731166598
100.01,100.041005126
100.099,100.050049917
100.058,100.032539666
99.889,99.9382967617
99.94,99.9807260682
99.927,99.9551702022
99.879,99.9191874822
100.139,100.100930243
99.955,99.9536186832
99.888,99.9319206562
99.81,99.8054656236
100.031,100.060442078
100.086,100.118750227
100.018,99.9828471584
100.109,100.091626002
100.002,100.051198974
99.875,99.9065574604
99.755,99.8290800831
99.798,99.8434528787
99.961,99.9921970102
99.986,99.9881302123
99.96,100.005453002
99.949,99.9535920704
100.027,100.042234659
100.164,100.160076772
100.087,100.088321529
99.979,99.9874107434
100.265,100.220384732
99.844,99.8379486739
99.878,99.8950228659
99.936,99.9200833875
100.037,100.050456568
100.036,100.040167716
99.993,100.00791511
100.11,100.091173187
99.965,99.9477024517
100.036,100.019777859
99.849,99.9099798687
99.952,99.9465624061
99.941,100.008855621
100.062,100.057627654
99.889,99.930359123
99.91,99.9142376775
99.869,99.8924031227
99.838,99.8298358448
100.141,100.144582237
99.999,99.9921601518
100.12,100.144244159
99.913,99.9753275416
100.146,100.130257594
99.873,99.9205100854
99.825,99.8296844978
100.135,100.10413137
100.097,100.103269691
99.847,99.8664531835
100.134,100.088635688
100.064,100.024829976
100.001,99.9753043258
99.964,99.9754073433
99.853,99.9262341594
100.022,100.013458075
99.949,99.9726197063
100.147,100.161772377
99.939,99.9694410985
100.14,100.129371283
100.155,100.170225538
99.997,100.035136304
99.927,99.9146870748
99.906,99.8992165963
99.98,99.9952757626
100.105,100.064661841
100.071,100.078019842
99.917,99.8781720312
99.859,99.8799857257
99.937,99.9548407007
100.047,100.066769588
100.119,100.127651419
99.966,99.9881920301
99.997,100.011647146
100.129,100.083844412
99.97,100.007954853
100.029,100.045895867
100.14,100.139579777
99.905,99.9217809012
99.958,99.9525862155
99.841,99.8430976093
99.907,99.9262001242
100.049,99.991211348
100.077,100.080782614
100.128,100.111800657
100.047,99.991316039
100.087,100.120616902
99.987,99.9954919132
99.953,99.945398973
99.942,99.9791493223
99.91,99.9453594846
100.094,100.124115544
100.108,100.098474675
100.129,100.113007267
99.879,99.8981240656
100.006,100.039788245
99.948,99.9929363297
99.865,99.8936413562
100.071,100.032743639
99.948,100.004
99.925,99.9368637199
99.925,99.9150174005
100.007,100.005177601
100.002,100.019489427
100.141,100.126434446
99.877,99.8644477873
100.266,100.217059274
100.008,100.003126152
100.015,99.9854101512
100.023,99.996237509
100.117,100.129463992
99.99,99.9960085704
99.975,99.9353611516
100.126,100.066332181
100.012,100.054188155
100.121,100.105260001
100.076,100.081200805
99.931,99.9281938743
99.904,99.9309222725
100.23,100.16740865
100.147,100.145675855
100.039,100.01040048
100.076,100.091701094
100.011,100.007076165
99.894,99.8875541377
99.897,99.9122695451
99.95,99.965376077
100.022,100.015010581
100.01,100.033771992
100.004,100.0223626
100.048,100.03724908
100.066,100.065307858
100.085,100.088119614
99.903,99.946119678
100.11,100.162258311
100.062,100.075446202
100.034,100.055002097
100.114,100.129131685
100.021,100.075716511
100.096,100.118732642
100.198,100.184768874
100.023,100.016707308
99.986,100.008755088
100.031,99.9701960061
100.028,100.027842513
99.941,99.9562805693
100.005,100.00341675
100.032,100.036288476
99.836,99.8691024551
100.057,100.064166164
99.961,100.020319643
100.057,100.066109322
99.938,99.9418895393
100.005,100.013678732
100.045,100.045552578
100.001,100.039420726
100.365,100.344278175
99.971,99.9753122429
100.036,100.086659483
100.008,99.9631583215
99.877,99.8982494957
99.929,99.9390868143
99.964,99.9552928732
100.072,100.030759282
100.021,99.9802112036
100.033,100.023849638
100.027,100.044615044
100.165,100.139032098
99.893,99.8586108803
100.03,100.045443304
100.091,100.131221895
100.091,100.067448166
99.931,99.9172394242
99.997,100.02650543
100.091,100.095494204
99.879,99.8620146374
99.995,99.9740152468
100.012,100.057666245
99.958,99.950722635
99.887,99.9349430956
100.198,100.172944531
100.028,100.015225044
100.046,100.052020281
100.032,100.075055593
100.081,100.071023669
99.927,99.9893776582
99.959,99.9595340722
99.999,100.015700629
100.14,100.102252918
100.109,100.087773463
100.044,100.013819424
100.026,100.020609469
100.029,100.062871095
100.087,100.060118382
100.079,100.08010854
99.96,99.9335342717
100.071,100.08182145
100.183,100.134294741
100.228,100.183918001
100.074,100.038815004
99.948,99.9773098982
99.926,99.9257001825
99.947,99.9712453832
99.945,99.9451336056
99.967,99.9859767134
99.995,99.949
99.989,99.983363937
99.926,99.9430154608
100.067,100.11649537
99.936,99.9660861936
100.287,100.242993167
99.762,99.8126348153
99.878,99.847109502
99.91,99.978577582
99.924,99.9820617195
100.063,100.089471643
100.037,100.085278213
99.833,99.8555626741
99.973,99.9917474616
100.057,100.070200409
99.987,100.023953809
100.042,100.032344883
100.029,100.01377162
99.955,99.9585291146
99.891,99.9268870139
100.105,100.084364851
99.914,99.8935997532
99.961,99.9499678414
99.914,99.8886820546
99.954,99.9334107601
100.127,100.086569319
99.804,99.7952975237
100.269,100.254071564
99.847,99.8710698528
99.956,99.9709430802
99.94,99.9846503117
100.191,100.210531882
99.881,99.9143567607
100.066,100.067167725
100.015,100.049508505
99.814,99.8072615861
100.15,100.144855132
99.912,99.9269585772
99.937,99.9856172828
100.136,100.122782045
100.077,100.119371436
100.022,100.007649202
99.897,99.8793374418
99.855,99.8767430639
100.0,99.9652556713
99.892,99.9059826636
99.878,99.9225668438
99.989,100.046037016
99.876,99.8231371614
99.968,99.910999432
100.015,100.026212962
99.992,100.000212519
99.819,99.8452411964
100.001,100.029946586
100.038,100.040763257
99.985,99.9876683852
100.01,100.011650444
99.865,99.8845367845
99.918,99.9431850371
99.881,99.8879379313
99.962,99.9714564171
100.093,100.095564293
99.954,99.9471418445
100.179,100.158299266
100.002,100.008422723
99.914,99.9178693641
100.006,99.9965947212
100.16,100.148861938
99.961,99.9593598415
100.115,100.073593214
99.885,99.8933855733
99.97,99.9796438916
100.033,100.014541005
99.975,99.9621357839
99.931,99.9568010386
100.041,100.067009349
100.051,100.067305347
100.131,100.108655269
100.039,100.009759334
100.068,100.062513431
100.173,100.124017421
100.069,100.119855599
99.955,99.9570696345
99.79,99.7794582854
100.014,100.014608008
99.969,99.9941354828
99.999,99.9914740622
100.029,100.085332331
100.1,100.102581224
100.004,100.015848418
99.988,99.9526345332
99.925,99.938
100.05,100.031990707
100.119,100.075188502
100.011,100.015758479
99.948,99.9573402451
99.912,99.9497781332
99.927,99.9328315769
99.872,99.8702039218
100.0,100.01768393
99.943,99.961119169
100.043,100.004427087
99.847,99.8240919287
100.096,100.076727575
99.903,99.9363282279
100.13,100.09919043
99.991,99.942164425
99.983,99.9697943813
100.062,100.066312043
100.1,100.074797769
100.005,100.006586897
100.403,100.393930014
100.005,100.019226548
100.004,100.020335844
100.094,100.156085115
99.99,99.9888557365
100.092,100.026411155
100.118,100.089909187
99.982,100.004257459
100.068,100.088362013
99.92,99.9387897154
99.978,99.9824347763
99.975,100.016905167
100.172,100.150423783
99.907,99.889710689
99.997,100.007893525
99.923,99.9529125103
99.956,99.9685473939
99.944,99.9794432064
99.928,99.9162027661
99.904,99.9588693233
100.079,100.022591926
100.027,100.00715709
99.967,100.023142465
100.034,100.028674182
100.035,100.041851536
99.983,100.002104586
99.948,99.9810741344
99.934,100.004832918
100.053,100.062
100.114,100.142203746
100.125,100.089638386
99.858,99.8220638736
100.212,100.143042572
99.863,99.8791734261
100.047,100.029348593
99.95,99.9243472839
99.775,99.8449183113
99.892,99.9164099672
99.91,99.9379544585
100.05,100.040310911
100.111,100.07418165
100.01,99.9778914557
99.924,99.9303315639
99.954,99.9050527679
100.076,100.050236427
100.037,100.078987997
99.95,99.9531731281
100.048,100.056228533
99.998,99.9566162499
99.86,99.8895945128
99.973,100.045833791
99.897,99.9118212105
100.123,100.124797023
99.983,100.018556911
99.954,99.9163942445
100.021,100.039654743
100.188,100.141159263
100.055,100.080824765
99.974,99.9704636126
100.037,100.054169194
99.897,99.9396048138
99.94,99.9486443748
100.086,100.097128003
100.174,100.196599616
99.987,100.006680751
100.005,99.9776803906
99.938,99.9289053129
100.028,100.04336212
99.924,99.9463635942
99.942,99.9691870915
100.009,100.037135151
99.921,99.9411564783
99.758,99.7740810822
100.0,100.019316104
99.87,99.8573628574
100.021,100.025481023
99.964,99.9953261452
100.003,99.9727560308
100.008,100.080426676
99.991,99.9811940915
100.063,100.057845285
99.925,99.9329948183
100.091,100.053703207
100.106,100.09556981
100.022,100.031833292
99.886,99.920575237
99.751,99.7607881356
100.06,100.045551883
100.0,99.9745747794
99.935,99.9594968466
99.957,99.8965468201
100.038,99.9483151765
99.904,99.9571610586
99.959,99.9439905495
99.913,99.9278409013
99.97,99.9316737438
99.908,99.9422962893
100.039,100.110089722
100.006,99.968458738
99.984,99.931
100.021,99.983152973
100.105,100.106063739
99.914,99.9701942142
99.983,99.986885977
99.984,99.999337158
99.946,99.9415832271
100.259,100.248
99.907,99.9786601469
99.894,99.8905309236
99.987,99.9814482909
100.018,100.048236543
99.88,99.8913016748
100.136,100.149596328
100.105,100.086977711
99.989,100.022077233
100.045,100.033769816
100.008,100.002183874
100.026,100.02438288
100.165,100.148301904
99.9,99.9312783313
99.925,99.906216124
100.06,100.04420041
100.014,99.972445343
99.988,99.9834110089
100.088,100.102635545
99.868,99.8928625335
100.057,100.047132345
100.165,100.137225389
99.946,99.9874042513
99.866,99.9164328516
100.134,100.179320643
100.041,100.008105814
100.028,100.08619437
99.994,99.9720750698
100.074,100.05549059
100.046,100.054036912
99.945,99.9602690388
99.96,100.004879135
100.049,100.043487643
100.094,100.135102952
99.909,99.9732385481
100.075,100.017566854
99.988,100.007576923
99.974,99.9273061019
100.004,99.9944580296
100.119,100.123430016
100.004,100.009001643
99.899,99.8930182358
100.167,100.181151731
99.87,99.9215492716
99.885,99.9492748317
100.096,100.086091282
100.109,100.12942939
99.928,99.9352622413
99.839,99.8816047224
100.006,99.9991951101
100.095,100.101
99.991,100.070832045
99.952,99.9732658369
99.94,99.9307638697
100.038,100.041116684
99.937,99.9503935588
100.183,100.197689765
100.033,100.044604284
100.15,100.132329723
100.051,100.030417741
100.071,100.014218936
100.099,100.068031874
100.123,100.144355182
99.764,99.8417024095
100.054,100.090667143
99.911,99.9692244137
100.109,100.073413576
100.052,100.038995743
99.917,99.8882443632
99.97,99.9944895174
99.858,99.8753165861
100.093,100.091514525
99.967,99.9605619139
99.934,99.9582879092
99.814,99.8274749596
99.959,99.9867696795
100.08,100.058539152
100.118,100.10020671
99.913,99.9233993459
99.982,100.00557878
100.008,99.9798389466
99.947,99.9519679074
100.256,100.218977304
100.022,100.050301835
100.007,99.9676159639
100.057,100.090401508
100.032,100.037740652
100.08,100.071255683
100.002,100.002228287
100.088,100.073940007
100.002,100.045345246
99.897,99.960566458
100.188,100.182683811
99.94,99.9889751036
99.984,99.9660461924
100.081,100.130355038
99.907,99.9086286071
99.884,99.9325449318
99.961,99.9292769443
100.009,100.002730674
100.051,100.015488393
100.04,100.00137463
100.087,100.069577165
99.982,99.9724518134
100.122,100.093784546
100.082,100.078797992
100.177,100.179674771
99.987,99.9470710105
99.946,99.9918620019
100.023,99.9945166958
99.93,99.9248032159
100.065,99.9873319226
100.14,100.115876149
99.966,100.035031374
100.033,99.999540811
99.879,99.8471188955
100.197,100.170594027
100.104,100.069284795
100.131,100.133779686
100.203,100.155660288
100.111,100.104373614
99.956,99.997766909
100.117,100.086642858
100.023,99.9811597705
99.936,99.9227351553
100.06,100.031014006
100.073,100.038327579
99.87,99.9045348962
99.754,99.7762355672
100.017,99.9993609806
99.948,99.9536081813
100.052,100.055192806
99.927,99.9333015146
100.204,100.17041501
99.986,99.9348292363
99.941,99.9318820204
100.044,100.083127352
100.015,100.054303822
99.988,99.9681150577
100.022,100.03295782
100.004,100.014351965
99.991,100.001787623
99.965,99.947640425
100.044,100.084338391
99.984,100.022
99.974,99.9902325704
99.998,99.91
99.963,99.9433609965
100.032,100.033014231
100.098,100.065251711
100.049,100.035483816
99.97,99.9928762885
99.97,99.9486557714
100.036,100.085996953
99.919,99.9603684672
100.005,100.018237576
99.947,99.948386984
100.006,100.011789912
100.17,100.16260613
99.796,99.8263780957
100.059,100.040843425
99.948,99.9502005402
99.863,99.8967180262
100.105,100.161748138
99.987,99.9912451466
99.884,99.9574394449
99.821,99.8154569808
100.127,100.132426369
100.108,100.070163005
100.035,100.046202063
99.926,99.9467329519
99.852,99.9187660527
100.069,100.049404355
99.961,99.9772075406
100.145,100.097846716
100.116,100.108749817
99.977,99.9983613598
100.043,100.10508508
100.035,100.026706521
100.043,100.041186127
99.972,99.9457972691
99.927,99.9812884414
99.834,99.8836870862
100.069,100.057816186
99.895,99.9184220313
99.951,99.9612940132
100.017,100.030502728
99.919,99.9562276067
100.208,100.172344055
99.98,99.9450396253
100.154,100.135684931
100.127,100.111247775
99.838,99.8912991165
100.015,100.026300157
99.967,99.9722914515
100.04,99.954
99.862,99.8680744115
100.041,100.046843611
100.031,100.012676928
99.854,99.9154574162
99.971,99.9890362055
100.063,100.094665589
99.916,99.9190811921
100.022,100.026089341
100.215,100.214799231
100.015,100.006732785
99.992,100.030608474
100.018,100.030231804
99.974,99.9850979332
99.92,99.9429290313
99.889,99.9246428675
99.828,99.8552876175
100.0,99.9732234127
100.042,100.086148913
100.128,100.127425707
100.167,100.136327516
99.898,99.9203594264
100.004,99.9925344971
100.083,100.067713752
99.997,100.013591682
100.045,100.012273753
100.03,100.027319811
100.102,100.103247318
100.049,100.065453079
100.053,100.09540805
99.913,99.9248538352
99.976,99.9942707555
99.809,99.8432988649
99.883,99.868053285
100.117,100.058249477
100.021,99.9833356661
99.938,99.9535661162
99.999,100.014095677
99.927,99.9005198686
100.033,99.9993789674
100.002,100.036111427
100.15,100.09524735
100.009,99.9582033555
100.137,100.110596833
100.027,100.043198986
99.905,99.9160255965
100.053,100.037491658
99.958,99.9633620033
99.898,99.9192245796
99.963,99.9545668907
99.936,99.9306587322
100.014,100.024275011
100.022,100.025
100.053,100.058699632
100.186,100.204150333
99.952,99.9597854452
100.06,100.073534256
100.084,100.063689647
100.008,100.048365895
100.075,100.062250654
99.889,99.8548294415
100.241,100.220598235
100.012,100.023027414
99.891,99.9581380674
100.008,100.034796707
99.751,99.7864349671
99.898,99.9050981385
99.887,99.9165756586
100.001,99.9855411765
100.071,100.077374948
100.285,100.218387871
100.013,100.004787199
100.002,100.0427433
99.894,99.9090424126
100.067,100.095141672
100.068,100.06479677
100.032,100.055219979
99.975,99.9761355713
100.013,99.9826171688
100.232,100.245304903
99.899,99.9103095402
100.055,100.042512084
99.906,99.8981268529
100.022,99.9692957295
100.031,100.031088404
99.827,99.8412893846
100.034,100.033755321
99.923,99.9046870391
99.96,99.9729510214
99.893,99.911
99.956,100.007733413
100.16,100.155699237
100.061,100.09887954
100.147,100.107355182
99.941,99.9768075802
99.763,99.7644048889
99.99,100.01887751
99.857,99.8779697658
100.137,100.128448884
100.069,100.067656108
100.099,100.057980195
100.052,100.052572211
100.144,100.14310795
99.913,99.9391259091
99.847,99.8891998937
99.969,99.9599765814
99.957,99.9582238552
99.994,99.9771368782
100.048,100.047785508
100.029,100.017282941
100.178,100.137468239
99.821,99.7890934849
99.975,99.9725173534
99.89,99.8682029543
100.075,100.070298835
100.022,100.041429297
99.958,99.9710510412
99.836,99.8530712103
100.057,100.086268204
99.944,99.9381182928
100.17,100.196299365
99.817,99.7971259414
99.96,99.9801331174
100.028,99.9860918307
99.874,99.9033483083
100.005,100.058882405
99.961,99.9670762087
100.09,100.054348782
100.142,100.114781288
100.036,100.047416515
99.919,99.9697440975
99.962,99.9847698627
99.955,99.993370917
99.979,99.9371121912
99.969,99.9391568434
99.95,99.9920156909
99.933,99.9042649625
100.015,99.9424478769
100.078,100.020738371
99.904,99.9192383989
100.117,100.095960145
99.872,99.8787032566
99.959,99.9592309161
100.041,100.050051539
100.15,100.147595726
100.027,100.022386936
99.989,100.036834738
99.989,99.9886401051
99.977,99.9843104837
99.855,99.8845900179
99.893,99.9343888609
99.972,99.9559811692
100.018,100.009226363
100.126,100.107847595
99.868,99.9050873942
100.12,100.147190436
100.006,100.012897227
99.937,99.8771235489
99.946,99.9709518992
99.952,99.928077743
100.098,100.029357061
100.049,100.120406652
99.886,99.9132294889
100.007,100.043809243
100.221,100.17872171
99.933,99.975642366
100.05,100.035249602
100.029,100.05331722
100.041,100.010589814
99.924,99.9310733383
99.911,99.9328932208
99.85,99.8695891769
100.042,100.059065243
100.128,100.118680391
100.077,100.116187459
99.919,99.9495048582
100.021,100.035977897
99.945,99.9595821704
100.201,100.171048408
99.935,99.8921100765
99.849,99.9343068769
100.027,100.025391732
100.033,100.068633163
100.06,100.05147647
99.988,100.050642009
99.95,99.9982711636
100.015,100.055330583
99.989,99.9787445285
99.829,99.8918664674
100.148,100.123212572
99.897,99.8695802926
100.165,100.172655274
99.936,99.9351966048
99.897,99.9114159471
100.068,100.064256116
99.874,99.8941317027
99.994,99.9627179018
99.922,99.9256549869
100.018,99.9999486755
99.923,99.9133201149
99.983,100.02420972
99.938,99.9852026673
99.933,99.9071074821
100.065,100.000446832
100.033,100.017921712
99.82,99.8307203421
100.046,100.029857154
100.013,99.9838923694
100.083,100.049913074
100.106,100.112852261
100.013,99.9913688984
99.949,99.9541848449
100.0,100.021803914
100.067,100.040069479
100.101,100.087039843
99.911,99.908088277
100.013,100.026903883
99.875,99.8981298531
100.0,99.9903692372
99.895,99.9273295088
100.106,100.09320199
99.958,99.9761871035
99.961,99.9824425444
100.029,100.035262108
99.998,99.9879552091
99.969,99.9662200882
100.056,100.046630705
99.939,99.9529306297
99.906,99.9113797412
100.01,100.041332231
100.011,100.010059153
99.927,99.9482804311
99.988,99.9945605911
100.08,100.081232014
100.062,100.090400357
100.049,100.041235631
99.928,99.9133447387
99.873,99.9214939253
99.781,99.8233891349
99.975,99.9992121603
99.973,99.9959374217
100.006,100.038249089
99.96,99.9118450963
99.911,99.8902591183
100.056,99.9911048033
100.018,99.9758260383
100.021,100.033612901
99.833,99.8723147224
100.095,100.086554015
100.018,100.023701343
100.067,100.04529937
99.913,99.936869012
99.951,99.9316088791
100.029,100.044490476
100.188,100.170634523
99.978,99.9981132102
100.065,100.06923596
100.078,100.029497719
99.987,99.9621808684
100.038,100.049430769
99.859,99.8594593508
100.214,100.191027143
99.978,99.9846347611
99.971,100.00535577
100.031,99.969
99.937,99.9070348094
100.15,100.153331282
100.063,100.107884459
100.018,100.034342208
99.829,99.8855551914
100.167,100.125563106
99.923,99.9053665259
99.942,99.951656206
99.743,99.7912676693
99.911,99.9379694333
99.828,99.8230220177
99.95,99.9873125501
100.026,100.020287896
100.148,100.161280217
99.882,99.8854077644
100.076,100.054358179
99.953,99.999449706
100.09,100.113322696
100.03,100.050287964
100.079,100.089616744
99.891,99.9272974501
99.73,99.7449333355
100.06,100.083890416
99.962,99.963309208
99.976,100.004686723
99.906,99.8828952253
99.913,99.8725451652
99.971,99.9412752027
99.898,99.9194186299
99.86,99.9205353536
