ac,lomo
100.131,100.11934698
100.081,100.056434912
100.081,100.055959737
100.058,100.015787395
99.923,99.9658450962
99.911,99.9565045677
99.938,100.015487749
99.874,99.9024473588
100.007,100.003842803
99.859,99.8895566099
99.932,99.9370767709
99.877,99.8982396543
99.973,99.9554220861
99.968,99.9709008115
100.108,100.04429686
100.145,100.119932046
100.008,99.9765510748
99.816,99.8330661975
99.939,99.9626460675
99.977,99.9878303318
100.006,100.020849444
99.967,99.995817927
99.962,100.031723294
99.873,99.9196573782
99.962,99.9335483865
100.003,99.9910067237
99.909,99.8834890551
100.065,100.08412685
99.912,99.8532942014
99.913,99.9811238592
99.885,99.9674324998
100.111,100.107867476
99.863,99.8503794748
100.054,100.050152577
99.948,99.9784558987
100.218,100.155211217
100.098,100.095064753
100.033,100.040309847
99.949,99.9174439069
99.907,99.927299221
99.863,99.9094634142
99.979,100.033666856
99.818,99.8215722927
99.91,99.9489699653
100.054,100.036285393
99.912,99.9214089299
100.086,100.105051741
100.14,100.132366348
100.166,100.175
99.98,99.9858652524
99.88,99.9138014738
99.951,99.9658169889
99.855,99.9008784771
100.051,100.056003297
99.965,99.9927569042
100.074,100.040689121
99.921,99.9463653941
100.137,100.122447883
99.994,99.9884330465
99.94,99.9442402828
99.847,99.8291337361
100.022,100.043304145
100.059,100.077059954
100.103,100.116337793
99.996,100.003123759
99.895,99.9550797337
99.999,100.012088797
100.039,100.013130519
100.169,100.157555924
99.973,99.9822932165
99.997,100.023678254
100.031,99.9842808925
100.029,100.065398556
99.81,99.8295300261
100.005,99.996
99.962,99.9666099665
99.997,100.003246817
99.886,99.9080241378
99.976,99.9766052895
100.005,100.048032581
100.012,100.05353138
100.029,100.020147267
100.021,100.047723077
100.064,100.070165966
100.001,100.01667926
100.142,100.13769316
100.0,99.9801958496
99.979,99.9291428325
99.869,99.9336628057
99.995,99.9568840091
99.932,99.9644127482
99.987,100.018597576
99.975,99.9735869223
100.008,100.012801364
99.992,100.007570363
99.911,99.9146409158
100.055,100.03904527
99.989,100.026406882
100.013,100.020243233
100.057,100.074532202
99.962,99.9424572387
99.877,99.9294581911
99.99,100.000574531
99.964,99.9730272084
99.87,99.8959642306
100.167,100.164927728
99.901,99.9295373012
99.972,99.9905176166
100.218,100.180109177
99.969,99.9672375397
99.89,99.862643874
99.849,99.8826526275
99.956,99.9544091981
100.225,100.167877132
99.96,99.9811066562
100.087,100.127416253
100.19,100.159102152
99.963,99.9603381173
99.9,99.9538199884
100.045,100.045233722
100.112,100.105319794
100.061,100.109945054
99.957,99.9142059116
99.887,99.8801819722
99.981,99.9773263691
99.964,100.027716372
99.829,99.8602514906
100.065,100.121183862
99.954,99.8978381884
100.066,100.092161895
100.045,100.052317492
100.153,100.165872344
100.082,100.051339052
99.859,99.9046833621
99.972,99.9371756254
100.036,99.9924544713
100.1,100.117718637
100.044,100.057279114
100.024,99.9910710105
100.035,100.033592486
100.057,100.075776744
99.953,99.9558749827
99.826,99.8479463208
99.998,100.037705057
99.989,99.99843172
99.93,100.021541692
99.881,99.8980150657
100.097,100.064394098
100.122,100.096145869
100.165,100.167725187
100.174,100.147134881
99.944,99.994959033
100.014,100.037554881
100.04,100.025677336
99.941,99.9413250918
99.84,99.8629024923
100.017,99.9633693199
99.986,99.9970444933
99.895,99.875107169
99.99,100.009575841
100.085,100.082889963
99.931,99.9307408464
100.007,100.009309321
100.059,100.045736027
100.182,100.142361906
100.003,100.023852496
99.967,99.954
99.937,99.9662792092
100.051,99.9931874382
99.996,100.024565312
100.12,100.107158108
100.015,100.041795164
99.869,99.9133529075
100.044,100.010989699
99.901,99.8977300691
99.975,99.9826790957
99.876,99.8632015429
100.042,100.064844258
99.84,99.801478533
99.807,99.8348730029
100.103,100.086678532
99.985,99.9375257143
100.001,100.012362457
100.112,100.11709618
99.849,99.8995437759
99.843,99.8262002378
99.942,99.9243925858
100.044,100.04736621
99.899,99.9530747652
100.053,100.067957153
100.042,100.025884363
99.923,99.9192701079
99.972,99.9631428332
100.135,100.108128298
100.084,100.080587074
100.025,99.9471995676
99.885,99.9001084277
99.929,99.9084643073
99.876,99.8853395801
99.945,99.9695639057
99.982,99.9827263146
99.999,99.9781525524
100.202,100.16413593
100.073,100.05980852
99.88,99.9251590274
100.108,100.104660547
100.011,100.080710399
100.099,100.064997669
99.848,99.8982739943
100.154,100.136998286
99.976,99.9761896562
100.173,100.139777916
99.888,99.9393706662
100.016,100.002374321
99.869,99.9252063978
99.993,100.002595785
100.018,99.9999887243
99.997,100.018015244
99.966,99.9872767848
99.916,99.9212482101
100.25,100.215422187
100.022,100.047990637
99.967,99.9417308759
99.93,99.9813266249
99.918,99.9410987056
99.988,99.9440813684
100.045,100.042033057
100.011,99.9971928133
100.042,100.059952742
100.068,100.106825521
99.854,99.8868576743
99.966,99.9917927318
99.779,99.8179589493
100.145,100.147605394
100.097,100.102523734
100.051,100.056859262
99.897,99.8589082552
99.914,99.9130053793
99.936,99.983382407
100.098,100.110240269
100.012,100.04516462
100.048,100.060858256
100.036,100.013394625
99.91,99.9216582663
99.876,99.8385025469
99.991,99.9795350644
99.95,99.9699921535
100.124,100.108384138
100.05,100.040880769
100.081,100.083350973
99.863,99.9169834843
99.963,99.975197118
100.177,100.150892544
100.202,100.179322694
100.184,100.130457571
100.089,100.104317837
100.059,100.097772093
100.093,100.105
99.852,99.8436110138
99.881,99.8687000213
100.027,100.029447986
100.061,100.025417251
100.062,100.031040718
100.102,100.114382568
100.281,100.193093046
100.101,100.07437321
100.053,100.072381632
100.058,100.048094653
99.872,99.9588794575
99.963,99.9570422322
100.287,100.266039085
100.086,100.083605542
100.105,100.092647243
99.973,99.9909766154
100.162,100.112116268
100.116,100.131462125
99.962,99.9411566651
99.92,99.9154312562
100.055,100.074535506
100.019,100.035340537
99.872,99.8954137071
100.091,100.088320481
99.792,99.8204778223
99.923,99.9253075952
100.007,100.019628005
99.955,99.9675672062
100.024,100.012221714
99.976,99.9933755075
99.993,100.033356783
99.987,99.9891233073
99.884,99.9362351228
99.947,99.9011093254
100.04,100.035100998
100.08,100.028333329
99.956,99.9449908865
100.067,100.140262353
100.056,100.063022775
99.818,99.8490666709
100.03,100.005415128
99.954,99.9672099761
99.923,99.887130366
100.253,100.208482604
100.068,100.067037916
99.96,99.9724438043
100.149,100.112284187
99.819,99.8501282873
99.926,99.9180665872
100.152,100.104133504
99.925,99.910485357
99.91,99.9668122067
100.124,100.094129583
100.088,100.070366299
100.052,100.000334527
99.981,100.002936116
99.979,99.9500861936
100.074,100.109326827
100.01,99.9931018087
100.08,100.055750684
99.954,99.9386771808
99.994,100.027358244
100.097,100.101115176
100.148,100.131307117
100.068,100.04398102
100.183,100.179644398
100.095,100.092419806
99.981,99.9821436875
99.985,100.008603516
100.085,100.101637307
99.977,100.017345079
99.968,99.979800041
100.075,100.038774556
99.986,100.011012395
100.032,100.017258876
99.964,99.9991687974
99.985,99.9842533084
100.08,100.101413712
100.096,100.087434212
99.946,99.9782304793
100.059,100.038153601
99.926,99.9306341756
100.031,100.036319513
99.893,99.8964597129
100.024,100.052764343
99.919,99.9461001686
100.006,99.946281536
99.982,99.9716825845
99.949,99.943232122
100.157,100.189328712
99.962,99.9776834059
99.9,99.9126070481
99.952,99.9232001763
99.923,99.9203295088
100.143,100.175115995
100.062,100.03559219
100.03,100.024430149
99.924,99.9206962574
100.079,100.07832345
100.014,99.9465235261
99.795,99.8111472237
99.895,99.9526837274
100.101,100.08333261
100.165,100.139255864
99.978,99.9595325891
99.885,99.9084311966
100.024,100.025275241
100.045,100.03618804
99.965,99.9804521499
100.07,100.077734221
100.034,100.056440748
99.935,99.9763682988
99.882,99.9222117613
99.992,99.9957813894
100.119,100.095137456
100.096,100.110942149
99.958,99.9433723178
100.077,100.070857533
99.947,99.9601685566
99.954,99.9963024503
99.908,99.907318185
99.989,99.9851241829
99.872,99.9000200307
100.041,100.035390707
99.898,99.9074717966
100.072,100.068142446
100.07,100.058086899
99.932,99.9500032974
100.115,100.094947767
100.043,100.01594928
99.997,99.9974503329
100.156,100.089702033
99.903,99.8622120013
100.202,100.166602403
100.106,100.114156587
100.074,100.072357933
100.104,100.120259948
99.887,99.8941343543
99.909,99.959948266
99.963,99.9572120797
99.942,99.9301971552
100.091,100.071039752
100.058,100.040234949
99.908,99.8933764399
100.246,100.213012618
100.086,100.079778606
99.988,99.9944603505
100.064,100.05212339
100.092,100.07162301
100.087,100.089147966
99.883,99.9375944195
100.073,100.031470839
99.892,99.969511195
100.046,100.037948334
100.086,100.069326383
100.063,100.094020668
100.055,99.9766126489
100.057,100.077602417
100.019,100.063483283
100.025,99.9974210898
100.078,100.077158056
99.935,99.9535785001
100.15,100.113097148
100.067,100.050504075
100.143,100.103229325
100.017,100.049428689
100.216,100.158805738
99.954,99.9535031784
100.03,99.9990516094
99.895,99.9017545765
99.967,99.9549570352
100.014,100.01366496
100.06,99.9843798063
99.811,99.8757844734
99.977,99.9682279821
100.056,100.050750459
100.114,100.116923274
100.165,100.146267654
100.135,100.174978055
99.973,99.9546224968
99.981,99.9801688268
99.933,99.9656995027
99.848,99.8632973996
99.944,99.9532605198
99.867,99.9007698134
100.158,100.159454706
99.87,99.939626009
100.062,100.049530617
99.951,99.9261800346
99.942,99.9496792205
100.085,100.096313427
99.843,99.8291182594
99.991,99.9933323471
99.855,99.8444298668
99.939,99.966852265
99.974,99.9663686241
99.959,99.954629108
100.13,100.156586243
100.274,100.2420574
100.119,100.098770899
100.211,100.264339829
99.94,99.8963212915
100.05,100.064567765
99.884,99.8966611127
99.984,99.9475027774
100.048,100.045643645
100.004,100.000849567
100.092,100.099601877
100.027,100.010317722
100.023,100.012855858
100.019,99.9974864826
100.055,100.036139943
100.089,100.06629054
100.084,100.073486716
100.081,100.064239667
99.994,99.9931968818
100.022,99.984
100.042,100.052
99.938,99.9590515432
100.184,100.147743072
100.047,99.985995517
99.928,99.9228944572
100.119,100.124656827
99.947,99.9782015696
100.068,100.104006418
99.96,99.9683856278
100.139,100.138176366
99.969,99.9589137299
100.018,100.021097056
99.866,99.8773037183
99.93,99.9761236709
100.065,100.073878515
99.961,99.9455657235
100.052,100.0699226
100.043,100.038475318
99.955,99.9760535335
100.074,100.123932188
99.925,99.9666677037
100.252,100.213766352
99.892,99.8997253833
100.06,100.054350621
99.865,99.8688862346
99.99,100.00417197
100.157,100.158086736
99.989,99.9905306134
100.248,100.238135724
100.04,100.079537952
100.002,100.021135963
99.935,99.9330004239
100.01,100.021386871
99.934,99.9295673227
99.91,99.9557463953
99.974,99.9909513234
99.922,99.9154447953
100.153,100.131544127
99.988,99.9456052926
99.96,99.9450026791
100.101,100.123412564
100.029,100.005632417
99.964,99.9691015128
100.15,100.069593821
100.151,100.138385728
100.001,100.020937981
100.107,100.140549702
100.038,100.077292308
99.906,99.97590563
99.96,99.9789853863
99.851,99.8980826877
100.014,99.9904649706
100.054,100.050201526
100.05,100.047247541
100.065,100.068728648
100.035,99.9901989891
100.1,100.037442631
99.963,99.96469027
99.902,99.9552472052
100.135,100.123230508
99.897,99.9330262055
100.003,100.032756286
100.165,100.150942631
99.914,99.9529190506
100.045,100.061028824
100.152,100.057142613
99.976,99.9796320405
100.137,100.130432536
99.963,100.000547972
99.912,99.886509167
99.926,99.9800056383
100.023,99.9926633883
100.058,100.068971387
99.863,99.8494026231
99.833,99.8311603117
100.052,100.054333016
99.939,99.9502034008
99.887,99.9010530707
99.817,99.8913342802
99.813,99.8326886725
100.043,100.028132236
100.088,100.065071636
100.151,100.164193851
100.127,100.089177234
100.066,100.073395305
100.103,100.082174473
99.957,99.9814835659
99.86,99.8732768889
100.159,100.119830395
100.051,100.044849875
100.09,100.05292
100.098,100.09074702
99.72,99.7598674507
100.146,100.137285997
99.96,99.9636467184
100.166,100.17390482
100.036,100.081547284
100.105,100.058143761
100.036,100.026453227
100.093,100.104928042
